Block #,Onset-time(s),Category,TaskMatch,Image Name,Image Path
21,80.000000,1,faces,faces-121.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-121.jpg
21,80.500000,1,faces,faces-122.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-122.jpg
21,81.000000,1,faces,faces-123.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-123.jpg
21,81.500000,1,faces,faces-124.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-124.jpg
21,82.000000,1,faces,faces-125.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-125.jpg
21,82.500000,1,faces,faces-126.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-126.jpg
21,83.000000,1,faces,faces-127.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-127.jpg
21,83.500000,1,faces,faces-128.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-128.jpg
22,84.000000,2,hands,hands-129.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-129.jpg
22,84.500000,2,hands,hands-130.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-130.jpg
22,85.000000,2,hands,hands-131.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-131.jpg
22,85.500000,2,hands,hands-132.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-132.jpg
22,86.000000,2,hands,hands-133.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-133.jpg
22,86.500000,2,hands,hands-134.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-134.jpg
22,87.000000,2,hands,hands-135.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-135.jpg
22,87.500000,2,hands,hands-136.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/hands-136.jpg
23,88.000000,4,scenes,scenes-129.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-129.jpg
23,88.500000,4,scenes,scenes-130.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-130.jpg
23,89.000000,4,scenes,scenes-131.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-131.jpg
23,89.500000,4,scenes,scenes-132.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-132.jpg
23,90.000000,4,scenes,scenes-133.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-133.jpg
23,90.500000,4,scenes,scenes-134.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-134.jpg
23,91.000000,4,scenes,scenes-135.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-135.jpg
23,91.500000,4,scenes,scenes-136.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/scenes-136.jpg
24,92.000000,3,cars,cars-129.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-129.jpg
24,92.500000,3,cars,cars-130.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-130.jpg
24,93.000000,3,cars,cars-131.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-131.jpg
24,93.500000,3,cars,cars-132.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-132.jpg
24,94.000000,3,cars,cars-133.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-133.jpg
24,94.500000,3,cars,cars-134.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-134.jpg
24,95.000000,3,cars,cars-135.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-135.jpg
24,95.500000,3,cars,cars-136.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/cars-136.jpg
25,96.000000,0,blank,blank-137.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-137.jpg
25,96.500000,0,blank,blank-138.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-138.jpg
25,97.000000,0,blank,blank-139.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-139.jpg
25,97.500000,0,blank,blank-140.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-140.jpg
25,98.000000,0,blank,blank-141.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-141.jpg
25,98.500000,0,blank,blank-142.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-142.jpg
25,99.000000,0,blank,blank-143.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-143.jpg
25,99.500000,0,blank,blank-144.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/blank-144.jpg
26,100.000000,1,faces,faces-129.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-129.jpg
26,100.500000,1,faces,faces-130.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-130.jpg
26,101.000000,1,faces,faces-131.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-131.jpg
26,101.500000,1,faces,faces-132.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-132.jpg
26,102.000000,1,faces,faces-133.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-133.jpg
26,102.500000,1,faces,faces-134.jpg,/Users/vpnl/Desktop/alternating_bb/alternating_stimuli/static_stimuli/faces-134.jpg
